semiparametric clustering robust alternative parametric clustering,https://ieeexplore.ieee.org/document/8594676/,clustering aims naturally grouping data according underlying data distribution data distribution often estimated using parametric nonparametric model eg gaussian mixture kernel density estimation compared nonparametric models parametric models statistically stable ie small perturbation data points leads small change estimated density however parametric models highly sensitive outliers data distribution far away parametric assumptions presence outliers given parametric clustering algorithm paper shows turn algorithm robust one idea modify original parametric density semiparametric one highdensity data form core cluster modeled original parametric density lowdensity data often far away cluster cores may arbitrary shape thus modeled using nonparametric density combination parametric nonparametric clustering algorithms used group data modeled semiparametric density robust statistical point view proposed method good robustness properties test proposed algorithm several synthetic 70 uci data sets results indicate semiparametric method could significantly improve clustering performance
leveraging frequencydependent kernel dipbased clustering robust speech activity detection naturalistic audio streams,https://ieeexplore.ieee.org/document/8401923/,speech activity detection sad frontend speech systems eg speaker verification speech recognition etc supervised sad typically leverages machine learning models trained annotated data applications like zeroresource speech processing nistopensat2017 public safety communications task might feasible collect sad annotations sad challenging naturalistic audio streams containing multiple noisesources simultaneously propose novel frequencydependent kernel fdk based sad features fdk provides enhanced spectral decomposition several statistical descriptors derived fdk statistical descriptors combined principal component analysis onedimensional fdksad features proposed two decision backends first variable modelsize gaussian mixture model vmgmm second hartigan dipbased robust feature clustering vmgmm modelbased approach dipsad nonparametric used backends comparative evaluations two phases first standalone sad performance second effect sad textdependent speaker verification using reddots data nistopensad2015 nistopensat2017 corpora used standalone sad evaluations establish two center robust speech systems crss corpora namely crsspltlii crss longduration naturalistic noise corpus crss corpora facilitate standalone sad evaluations naturalistic audio streams performed comparative studies proposed approaches multiple baselines including sohnsad rsad semisupervised gaussian mixture model gammatone spectrogram features
datadriven clustering recommendation method singlecell rnasequencing data,https://ieeexplore.ieee.org/document/9409765/,recently emergence singlecell rnasequencing scrnaseq technology makes possible solve biological problems singlecell resolution one critical steps cellular heterogeneity analysis cell type identification diverse scrnaseq clustering methods proposed partition cells clusters among methods hierarchical clustering spectral clustering popular approaches downstream clustering analysis different preprocessing strategies similarity learning dropout imputation dimensionality reduction study carry comprehensive analysis combining different strategies two categories clustering methods scrnaseq datasets different biological conditions analysis results show methods spectral clustering tend perform better datasets continuous shapes twodimension hierarchical clustering achieve better results datasets obvious boundaries clusters twodimension motivated finding new strategy called qrs developed quantitatively evaluate latent representative shape dataset distinguish whether clear boundaries finally datadriven clustering recommendation method called ddcr proposed recommend hierarchical clustering spectral clustering scrnaseq data perform ddcr two typical single cell clustering methods sc3 rafsil results show ddcr recommends suitable downstream clustering method different scrnaseq datasets obtains robust accurate results
real elliptically skewed distributions application robust cluster analysis,https://ieeexplore.ieee.org/document/9465733/,article proposes new class real elliptically skewed resk distributions associated clustering algorithms integrate robustness skewness single unified cluster analysis framework nonsymmetrically distributed heavytailed data clusters reported variety realworld applications robustness essential outlying observations severely obscure cluster structure resk distributions generalization real elliptically symmetric res distributions estimate cluster parameters memberships derive expectation maximization em algorithm arbitrary resk distributions special attention given new robust skewhuber mestimator also approximate maximum likelihood estimator mle skewhuber distribution belongs resk class numerical experiments simulated realworld data confirm usefulness proposed methods skewed heavytailed data sets
robust structured graph clustering,https://ieeexplore.ieee.org/document/8945160/,graphbased clustering methods achieved remarkable performance partitioning data samples disjoint groups similarity graph characterizes sample relations nevertheless learning scheme still suffers two important problems 1 similarity graph directly constructed raw features may unreliable realworld data always involves adverse noises outliers irrelevant information 2 graphbased clustering methods adopt twostep learning strategy separates similarity graph construction clustering two independent processes circumstance generated graph unstructured fixed may suffer lowquality clustering structure thus lead suboptimal clustering performance alleviate limitations article propose robust structured graph clustering rsgc model formulate novel learning framework simultaneously learn robust structured similarity graph perform clustering specifically structured graph proper probabilistic neighborhood assignment adaptively learned robust latent representation resists noises outliers furthermore explicit rank constraint imposed laplacian matrix structurize graph number connected components exactly equal groundtruth cluster number solve challenging objective formulation propose first transform equivalent one tackled easily iterative solution based augmented lagrangian multiplier derived solve model rsgc discrete cluster labels directly obtained partitioning learned similarity graph without reliance label discretization strategy graphbased clustering methods experiments synthetic real data sets demonstrate superiority proposed method compared stateoftheart clustering technique
distributed robust bayesian cluster enumeration criterion unsupervised learning,https://ieeexplore.ieee.org/document/9022457/,wireless sensor networks widely deployed industrial consumer applications amount data applications large results result automatic discovery underlying structure data cluster analysis becomes prominent interest challenging task cluster analysis estimation number clusters end propose robust decentralized diffusionbased cluster enumeration method enables distributed sensor nodes estimate number clusters respective data sets cooperation immediate neighbors proposed method robust presence heavytailed noise outliers useful sensor networks outliers occur due measurement errors sensor failure experiments show proposed method promising achieves performance centralized network using fusion center
robust method simultaneous unsupervised feature selection clustering,https://ieeexplore.ieee.org/document/9755423/,many real applications collected data usually high dimensionality feature space labels given result curse dimensionality problem bring challenge feature selection although tremendous efforts made unsupervised feature selection existing methods neglect robustness jointly feature selection clustering paper present robust simultaneous feature selection clustering method introducing robust loss function unsupervised linear discriminant analysis methods two different strategies ratio trace trace ratio incorporated loss function guarantee selected features robustness two novel simultaneous unsupervised feature selection clustering objective functions presented proposed loss function equipped with21norm two alternative iterative optimization algorithms developed solve two objective functions comparative experimental results conducted eight uci datasets show proposed methods better competing methods
robust automatic clustering based local density glowworm swarm optimization,https://ieeexplore.ieee.org/document/9579894/,robust clustering based nature inspired algorithms gained lot attention due ability effectively find solutions data clustering problems detecting eliminating outliers paper proposes robust automatic clustering algorithm based glowworm swarm optimization gso gso metaheuristic algorithm inspired ability glowworms change luminescence thus glow different intensities based capability represents fitness value proposed algorithm termed robust glowworm swarm clustering rgsc capable capturing multiple local maxima fitness function representing cluster centers proposed algorithm assessed six artificial well eight real datasets number clusters varying 2 10 superior performance reported terms evaluation metrics like silhouette score adjusted rand index compared existing clustering algorithms kmeans meanshift dbscan robust pso
vanet clustering based weighted trusted cluster head selection,https://ieeexplore.ieee.org/document/9148339/,vanet spontaneous creation wireless network among vehicles exchange data clustering one common networking protocols data propagation networks application clustering algorithm effective vanet algorithm makes robust scalable network however due high mobility nodes difficult obtain stable clusters one major challenges clustering cluster head ch election since ch critical role data routing stable cluster formation vanet constraints vehicles velocity vehicles separation distance must considered selecting ch paper proposes new clustering algorithm based weighted formula calculating probability cluster head selection weighted formula based three parameters trust distance velocity trust newly added metric calculated vehicle broadcasted neighbors whereas distance velocity previously treated papers
robust detection cluster analysis,https://ieeexplore.ieee.org/document/8683180/,problem deciding whether given set data points forms one cluster two clusters investigated robust hypothesis testing perspective assumed clustering algorithm exists cases calculates cluster assignments estimates corresponding probability density functions based latter statistical hypothesis test true number clusters formulated order take falsely labeled data points account clusters modeled contaminated outliers leads uncertainty model cluster densities contamination type whose corresponding minimax optimal robust detector wellknown implemented using least favorable densities performance detector cluster overlap cluster imbalance different contamination ratios evaluated numerically compared bayesian cluster enumeration criterion significant performance improvements shown cases
subspace structureaware spectral clustering robust subspace clustering,https://ieeexplore.ieee.org/document/9008831/,subspace clustering problem partitioning data drawn union multiple subspaces popular subspace clustering framework recent years graph clusteringbased approach performs subspace clustering two steps graph construction graph clustering although steps equally important accurate clustering vast majority work focused improving graph construction step rather graph clustering step paper propose novel graph clustering framework robust subspace clustering incorporating geometryaware term spectral clustering objective encourage framework robust noise outliers given affinity matrices also develop efficient expectationmaximizationbased algorithm optimization extensive experiments four realworld datasets demonstrate proposed method outperforms existing methods
grace graphbased cluster ensemble approach singlecell rnaseq data clustering,https://ieeexplore.ieee.org/document/9187857/,rapid development single cell rna sequencing scrnaseq technology accelerated exploration biomedical researches one focal interests scrnaseq data analysis classify cells different types significantly assists studying intercellular heterogeneity cell types cell states cell lineages resolution single cells although number tailored approaches developed scrnaseq data performance varies different datasets clustering accuracy need improved paper propose novel ensemble clustering framework scrnaseq data called grace graphbased cluster ensemble approach first construct highly reliable graph network single cells combining clustering outcomes five leading scrnaseq data clustering methods remeasure relationships cells exploring topology structure network using random walk distance finally build hierarchical celltree obtain clustering labels cutting tree structure appropriate number subtrees experimental results twelve benchmark datasets show grace higher clustering accuracy robust among variety datasets stateoftheart individual approaches addition graph structure network built upon ensemble clusters reliable networks constructed according conventional similarity metrics
icfsfdp robust high accuracy clustering method based cfsfdp,https://ieeexplore.ieee.org/document/8482745/,clustering fast search find density peaks cfsfdp honored simplicity speed however hyperparameter dc determined empirical experience datasets containing points closer cluster center algorithm perform well work proposed new method called improved cfsfdp icfsfdp makes two modifications compared cfsfdp firstly new indicator density introduced eliminate effect dc clustering results secondly cluster diffusion model proposed cluster remaining points finding cluster centers regarding datasets graphs process abstracted finding minimum spanning forest model graph spanning tree represents cluster dataset icfsfdp comprehensively evaluated several datasets arbitrary distribution demonstrated icfsfdp distinctly accurate robust cfsfdp dbscan
simple robust clustering scheme largescale dynamic vanets,https://ieeexplore.ieee.org/document/9106406/,clustering promising technique manage network resources efficiently vehicular communications used group vehicles similar characteristics managed selected vehicle called cluster head ch due highly dynamic topology vehicular networks ch selection process becomes challenging task thus paper presents new clustering scheme namely efficient cluster head selection echs scheme select suitable chs proposed echs scheme introduces important conditions pertaining methods deployed constructing clusters starting ch selection instance based echs rules ideal ch one centralizes cluster remain connected long possible neighbors echs scheme also guarantees proper clustering distribution network distance two consecutive clusters adjusted carefully conditions guaranteed effectively cluster vehicles road make echs scheme works better counterpart simulation experiments conducted examine performance echs results demonstrate echs scheme achieves design objectives terms ch lifetime cluster member lifetime cml packet loss ratioplr overhead clusteringoc average packet delay apd cluster number cn
robust matrix factorization spectral embedding,https://ieeexplore.ieee.org/document/9237177/,nonnegative matrix factorization nmf spectral clustering two widely used clustering techniques however nmf cannot deal nonlinear data spectral clustering relies postprocessing article propose robust matrix factorization spectral embedding rms approach data clustering inherits advantages nmf spectral clustering avoiding shortcomings addition cluster data represented multiple views present multiview version rms mrms weights different views selftuned main contributions research threefold 1 integrating spectral clustering matrix factorization proposed methods able capture nonlinear data structure obtain cluster indicator directly 2 instead using squared frobeniusnorm objectives developed the21norm effects outliers alleviated 3 proposed methods totally parameterfree increases applicability various realworld problems extensive experiments several singleviewmultiview data sets demonstrate effectiveness methods verify superior clustering performance state arts
graph convolutional subspace clustering robust subspace clustering framework hyperspectral image,https://ieeexplore.ieee.org/document/9181470/,hyperspectral image hsi clustering challenging task due high complexity hsi data subspace clustering proven powerful exploiting intrinsic relationship data points despite impressive performance hsi clustering traditional subspace clustering methods often ignore inherent structural information among data article revisit subspace clustering graph convolution present novel subspace clustering framework called graph convolutional subspace clustering gcsc robust hsi clustering specifically framework recasts selfexpressiveness property data noneuclidean domain results robust graph embedding dictionary show traditional subspace clustering models special forms framework euclidean data basis framework propose two novel subspace clustering models using frobenius norm namely efficient gcsc egcsc efficient kernel gcsc ekgcsc model globally optimal closedform solution making easier implement train apply practice extensive experiments strongly evidence egcsc ekgcsc dramatically outperform current models three popular hsi data sets consistently
robust hierarchical clustering metabolomics data analysis presence cellwise casewise outliers,https://ieeexplore.ieee.org/document/8465616/,metabolomics sophisticated highthroughput technology based entire set metabolites known connector genotypes phenotypes metabolomics clustering important metabolomics analysis hierarchical clustering algorithms widely used successful unsupervised technique analyzing metabolomics data metabolomics data collected using highthroughput technology provides high dimensional data matrix may contaminated cellwise casewise outliers traditional hierarchical clustering algorithms highly sensitive outliers misleading clustering results presence outliers paper attempt made robustify hierarchical clustering algorithm using covariance matrix two stage generalized sestimator tsgs simulation study clearly indicates proposed method significantly improves performance traditional hierarchical clustering approach presence outliers almost absence outliers
robust design accelerated life tests weighted clustering approach,https://ieeexplore.ieee.org/document/8769283/,optimal experimental design accelerated life test alt depends true lifestress relationship however difficult obtain exact coefficient values assumed regression model incorrect prior knowledge model coefficients may give rise inefficient test outcome hence beneficial construct alt plan robust uncertainty planning values paper new approach construct robust alt plan described using weighted clustering seen deterministic alternative original clustering approach original clustering method requires large number locally optimal designs based random samples coefficient values locally optimal designs needed proposed method case study illustrates robust design constructed weighted clustering reveals efficient measure terms doptimality criterion compared sampling based method substantially reduces number optimization procedures
locally weighted ensemble clustering,https://ieeexplore.ieee.org/document/7932479/,due ability combine multiple base clusterings probably better robust clustering ensemble clustering technique attracting increasing attention recent years despite significant success one limitation existing ensemble clustering methods generally treat base clusterings equally regardless reliability makes vulnerable lowquality base clusterings although efforts made globally evaluate weight base clusterings yet methods tend view base clustering individual neglect local diversity clusters inside base clustering remains open problem evaluate reliability clusters exploit local diversity ensemble enhance consensus performance especially case access data features specific assumptions data distribution address paper propose novel ensemble clustering approach based ensembledriven cluster uncertainty estimation local weighting strategy particular uncertainty cluster estimated considering cluster labels entire ensemble via entropic criterion novel ensembledriven cluster validity measure introduced locally weighted coassociation matrix presented serve summary ensemble diverse clusters local diversity ensembles exploited two novel consensus functions proposed extensive experiments variety realworld datasets demonstrate superiority proposed approach stateoftheart
fuzzy kernel robust clustering anomaly based intrusion detection,https://ieeexplore.ieee.org/document/8780480/,intrusion detection systems ids security management system aim protect systems intrusion anomaly based detection works based existence anomaly behavior conform welldefined notation known normal behavior misuse detection monitors resources find intrusion signatures unsupervised learning method fuzzy clustering method widely used solve ids problems especially anomaly based one goal find patterns data prevent intrusion detecting anomaly behavior compares normal fuzzy logic based algorithms used several problems failed fulfill theoretical assumption failed modeled analytically also used classification problem incomplete information problems unclear boundary classes paper use fuzzy kernel robust clustering algorithm kdd cup99 dataset succeeded classify items five clusters one normal behavior rest four types attacks accuracy every training data 95 lowest one 9589 occur 10 training dataset highest accuracy around 9852 80555 90 training dataset
robust density clustering algorithm based gravity peak,https://ieeexplore.ieee.org/document/9070943/,density peak clustering algorithm become hotspot clustering research recent years characteristics finding highdensity centers however derivatives generally good distinguishing cluster centers uniform heterogeneous data sets moreover common problem densitybased clustering algorithm cannot effectively distinguish clusters overlaps address problems new robust density clustering algorithm called rdcgp proposed paper introducing law gravity densitybased clustering algorithm solve first problem addition propose gravity tilt detection method identify extract edge points clusters improve accuracy density clustering algorithm also well solve defect density peak algorithm cannot find cluster centers unbalanced data effectively selected various types data sets experiments compared methods proposed obvious robustness significantly accuracy
adaptive robust semisupervised clustering framework using weighted consensus randomkkmeans ensemble,https://ieeexplore.ieee.org/document/8896034/,semisupervised cluster ensemble usually introduces small amount supervision first stage cluster ensemble ie ensemble generation performing many runs semisupervised clustering algorithms however neither efficient terms computational complexity flexible dynamic learning environment limited supervision changes time article propose new framework generates base partitions unsupervised manner attributes different weights cluster base partitions weighting scheme considers internal validation measures clustering degrees satisfaction pairwise constraints weighted coassociation matrix based consensus approach applied achieve final partition handle highdimensional data generate base partitions using kmeans random sampling random subspace techniques new framework retains high accuracy efficient since avoids performing semisupervised clustering ensemble generation complexity weighting scheme independent number instances dynamic environment adaptive traditional approach require rerunning semisupervised clustering algorithms limited supervision changes empirical results 12 datasets demonstrate also robust noisy constraints
robust feature clustering unsupervised speech activity detection,https://ieeexplore.ieee.org/document/8461652/,certain applications zeroresource speech processing verylow resource speechlanguage systems might feasible collect speech activity detection sad annotations however stateoftheart supervised sad techniques based neural networks machine learning methods require annotated training data matched target domain paper establish clustering approach fully unsupervised sad useful cases sad annotations available proposed approach leverages hartigan dip test recursive strategy segmenting feature space prominent modes statistical dip invariant distortions lends robustness proposed method evaluate method nist opensad 2015 nist opensat 2017 public safety communications data results showed superiority proposed approach twocomponent gmm baseline
detecting nonspherical clusters using modified cure algorithm,https://ieeexplore.ieee.org/document/9721508/,clustering using representatives cure algorithm robust hierarchical clustering algorithm dealing noise outliers cure algorithm merges divides clusters datasets separate enough density difference obtained results show cure clustering sensitive input parameters paper advantages densitybased cluster center detection represented modified cure clustering algorithm developed new algorithm determines cluster centers doesnt allow merging clusters contain cluster centers data points experimental results show proposed algorithm capability extract clusters efficiently traditional cure algorithm
automatic estimation cluster number fuzzy coclustering based competition elimination clusters,https://ieeexplore.ieee.org/document/8716051/,fuzzy coclustering induced multinomial mixture model fccmm one effective methods analyzing cooccurrence information data fccmm determine number clusters advance furthermore select best solution lot trials various patterns number clusters random initial values gaussian mixture models robust em clustering algorithm robust initial values automatically estimate optimal number clusters proposed order resolve problems introduces entropybased penalty term respect cluster volumes objective function standard em algorithm obtains optimal number clusters continually eliminating clusters low competitiveness volumes paper propose method automatically estimates optimal number clusters without influenced initial values introducing entropybased penalty term respect cluster volumes objective function fccmm similar manner robust em algorithm demonstrate estimation performance numerical experiments
semiparametric clustering robust alternative parametric clustering,https://ieeexplore.ieee.org/document/8594676/,clustering aims naturally grouping data according underlying data distribution data distribution often estimated using parametric nonparametric model eg gaussian mixture kernel density estimation compared nonparametric models parametric models statistically stable ie small perturbation data points leads small change estimated density however parametric models highly sensitive outliers data distribution far away parametric assumptions presence outliers given parametric clustering algorithm paper shows turn algorithm robust one idea modify original parametric density semiparametric one highdensity data form core cluster modeled original parametric density lowdensity data often far away cluster cores may arbitrary shape thus modeled using nonparametric density combination parametric nonparametric clustering algorithms used group data modeled semiparametric density robust statistical point view proposed method good robustness properties test proposed algorithm several synthetic 70 uci data sets results indicate semiparametric method could significantly improve clustering performance
leveraging frequencydependent kernel dipbased clustering robust speech activity detection naturalistic audio streams,https://ieeexplore.ieee.org/document/8401923/,speech activity detection sad frontend speech systems eg speaker verification speech recognition etc supervised sad typically leverages machine learning models trained annotated data applications like zeroresource speech processing nistopensat2017 public safety communications task might feasible collect sad annotations sad challenging naturalistic audio streams containing multiple noisesources simultaneously propose novel frequencydependent kernel fdk based sad features fdk provides enhanced spectral decomposition several statistical descriptors derived fdk statistical descriptors combined principal component analysis onedimensional fdksad features proposed two decision backends first variable modelsize gaussian mixture model vmgmm second hartigan dipbased robust feature clustering vmgmm modelbased approach dipsad nonparametric used backends comparative evaluations two phases first standalone sad performance second effect sad textdependent speaker verification using reddots data nistopensad2015 nistopensat2017 corpora used standalone sad evaluations establish two center robust speech systems crss corpora namely crsspltlii crss longduration naturalistic noise corpus crss corpora facilitate standalone sad evaluations naturalistic audio streams performed comparative studies proposed approaches multiple baselines including sohnsad rsad semisupervised gaussian mixture model gammatone spectrogram features
datadriven clustering recommendation method singlecell rnasequencing data,https://ieeexplore.ieee.org/document/9409765/,recently emergence singlecell rnasequencing scrnaseq technology makes possible solve biological problems singlecell resolution one critical steps cellular heterogeneity analysis cell type identification diverse scrnaseq clustering methods proposed partition cells clusters among methods hierarchical clustering spectral clustering popular approaches downstream clustering analysis different preprocessing strategies similarity learning dropout imputation dimensionality reduction study carry comprehensive analysis combining different strategies two categories clustering methods scrnaseq datasets different biological conditions analysis results show methods spectral clustering tend perform better datasets continuous shapes twodimension hierarchical clustering achieve better results datasets obvious boundaries clusters twodimension motivated finding new strategy called qrs developed quantitatively evaluate latent representative shape dataset distinguish whether clear boundaries finally datadriven clustering recommendation method called ddcr proposed recommend hierarchical clustering spectral clustering scrnaseq data perform ddcr two typical single cell clustering methods sc3 rafsil results show ddcr recommends suitable downstream clustering method different scrnaseq datasets obtains robust accurate results
real elliptically skewed distributions application robust cluster analysis,https://ieeexplore.ieee.org/document/9465733/,article proposes new class real elliptically skewed resk distributions associated clustering algorithms integrate robustness skewness single unified cluster analysis framework nonsymmetrically distributed heavytailed data clusters reported variety realworld applications robustness essential outlying observations severely obscure cluster structure resk distributions generalization real elliptically symmetric res distributions estimate cluster parameters memberships derive expectation maximization em algorithm arbitrary resk distributions special attention given new robust skewhuber mestimator also approximate maximum likelihood estimator mle skewhuber distribution belongs resk class numerical experiments simulated realworld data confirm usefulness proposed methods skewed heavytailed data sets
robust structured graph clustering,https://ieeexplore.ieee.org/document/8945160/,graphbased clustering methods achieved remarkable performance partitioning data samples disjoint groups similarity graph characterizes sample relations nevertheless learning scheme still suffers two important problems 1 similarity graph directly constructed raw features may unreliable realworld data always involves adverse noises outliers irrelevant information 2 graphbased clustering methods adopt twostep learning strategy separates similarity graph construction clustering two independent processes circumstance generated graph unstructured fixed may suffer lowquality clustering structure thus lead suboptimal clustering performance alleviate limitations article propose robust structured graph clustering rsgc model formulate novel learning framework simultaneously learn robust structured similarity graph perform clustering specifically structured graph proper probabilistic neighborhood assignment adaptively learned robust latent representation resists noises outliers furthermore explicit rank constraint imposed laplacian matrix structurize graph number connected components exactly equal groundtruth cluster number solve challenging objective formulation propose first transform equivalent one tackled easily iterative solution based augmented lagrangian multiplier derived solve model rsgc discrete cluster labels directly obtained partitioning learned similarity graph without reliance label discretization strategy graphbased clustering methods experiments synthetic real data sets demonstrate superiority proposed method compared stateoftheart clustering technique
distributed robust bayesian cluster enumeration criterion unsupervised learning,https://ieeexplore.ieee.org/document/9022457/,wireless sensor networks widely deployed industrial consumer applications amount data applications large results result automatic discovery underlying structure data cluster analysis becomes prominent interest challenging task cluster analysis estimation number clusters end propose robust decentralized diffusionbased cluster enumeration method enables distributed sensor nodes estimate number clusters respective data sets cooperation immediate neighbors proposed method robust presence heavytailed noise outliers useful sensor networks outliers occur due measurement errors sensor failure experiments show proposed method promising achieves performance centralized network using fusion center
robust method simultaneous unsupervised feature selection clustering,https://ieeexplore.ieee.org/document/9755423/,many real applications collected data usually high dimensionality feature space labels given result curse dimensionality problem bring challenge feature selection although tremendous efforts made unsupervised feature selection existing methods neglect robustness jointly feature selection clustering paper present robust simultaneous feature selection clustering method introducing robust loss function unsupervised linear discriminant analysis methods two different strategies ratio trace trace ratio incorporated loss function guarantee selected features robustness two novel simultaneous unsupervised feature selection clustering objective functions presented proposed loss function equipped with21norm two alternative iterative optimization algorithms developed solve two objective functions comparative experimental results conducted eight uci datasets show proposed methods better competing methods
